info,room,url,allinfo,unitprice,price,communityName
"鼓楼,福建路,举报","2室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103100959072.html,"2室1厅1厨1卫,高楼层 (共6层),60.8㎡,平层,52.63㎡,板塔结合,南,钢混结构,精装,一梯三户,暂无数据,70年,2017-02-08,商品房,1998-05-26,普通住宅,满五年,非共有,已上传房本照片",24672,,"铁路北街,地图"
"江宁,麒麟镇,举报","6室3厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103100849581.html,"6室3厅1厨3卫,高楼层 (共11层),177.46㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,有,70年,2016-12-21,商品房,2009-09-25,普通住宅,满五年,共有,已上传房本照片",20794,,"华汇康城,地图"
"秦淮,新街口,举报","3室2厅,高楼层/共8层",https://nj.lianjia.com/ershoufang/103100615142.html,"3室2厅1厨1卫,高楼层 (共8层),113.44㎡,暂无数据,100.88㎡,板塔结合,南 北,钢混结构,精装,一梯两户,有,70年,2016-10-05,房改房,2012-05-14,普通住宅,满五年,共有,已上传房本照片",30854,,"洪武公寓,地图"
"江宁,将军大道,举报","3室2厅,中楼层/共5层",https://nj.lianjia.com/ershoufang/103101824534.html,"3室2厅1厨2卫,中楼层 (共5层),126.74㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,其他,一梯两户,暂无数据,70年,2017-10-17,商品房,2015-06-16,普通住宅,满两年,非共有,已上传房本照片",28800,,"翠屏清华园,地图"
"江宁,岔路口,举报","1室1厅,中楼层/共10层",https://nj.lianjia.com/ershoufang/103101825198.html,"1室1厅1厨1卫,中楼层 (共10层),41.83㎡,平层,33.3㎡,塔楼,东,钢混结构,简装,两梯四十三户,有,70年,2017-10-18,商品房,2010-08-25,普通住宅,满五年,共有,已上传房本照片",24624,,"南方花园瑞阳居,地图"
"浦口,桥北,举报","2室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101793150.html,"2室2厅1厨1卫,中楼层 (共11层),81.7㎡,平层,67.38㎡,板楼,北,钢混结构,其他,一梯两户,有,70年,2017-10-08,商品房,2012-05-31,普通住宅,满五年,共有,已上传房本照片",21420,,"天润城第四街区,地图"
"江宁,东山镇,举报","3室2厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101791486.html,"3室2厅1厨2卫,中楼层 (共6层),115.67㎡,平层,99.94㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-08,商品房,2010-05-28,普通住宅,满五年,共有,已上传房本照片",32853,,"爱秦湾,地图"
"秦淮,月牙湖,举报","3室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101790319.html,"3室1厅1厨1卫,高楼层 (共7层),76.57㎡,平层,66.68㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-10-07,动迁安置房,2014-05-13,普通住宅,满两年,非共有,已上传房本照片",25467,,"天地花园,地图"
"浦口,桥北,举报","2室2厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103101790071.html,"2室2厅1厨1卫,高楼层 (共11层),93.77㎡,平层,76.65㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017-10-07,商品房,2012-04-10,普通住宅,满五年,非共有,已上传房本照片",20796,,"天润城第三街区,地图"
"浦口,泰山街道,举报","3室2厅,低楼层/共11层",https://nj.lianjia.com/ershoufang/103101790005.html,"3室2厅1厨1卫,低楼层 (共11层),114.61㎡,平层,94㎡,板楼,南,钢混结构,其他,一梯两户,有,70年,2017-10-07,商品房,2015-04-07,普通住宅,满两年,共有,已上传房本照片",20505,,"天华硅谷,地图"
"江宁,将军大道,举报","2室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101789274.html,"2室2厅1厨1卫,高楼层 (共6层),100.99㎡,跃层,89.58㎡,板楼,南,钢混结构,简装,一梯两户,暂无数据,70年,2017-10-07,商品房,2015-07-30,普通住宅,满两年,非共有,已上传房本照片",23270,,"江南青年城惠山苑,地图"
"江宁,东山镇,举报","3室2厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103101796445.html,"3室2厅1厨1卫,高楼层 (共11层),109.08㎡,平层,90.91㎡,板塔结合,南 北,钢混结构,其他,一梯三户,有,70年,2017-10-09,商品房,2012-12-24,普通住宅,满两年,共有,已上传房本照片",24295,,"青山湾花园,地图"
"秦淮,新街口,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101811379.html,"2室1厅1厨1卫,高楼层 (共7层),66.3㎡,平层,58.54㎡,板塔结合,南,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-13,商品房,2009-11-23,普通住宅,满五年,非共有,已上传房本照片",27150,,"大香炉,地图"
"秦淮,五老村,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101673828.html,"2室1厅1厨1卫,高楼层 (共7层),57.17㎡,暂无数据,暂无数据,板楼,南,砖混结构,简装,一梯三户,暂无数据,70年,2017-08-31,房改房,2014-11-25,普通住宅,满两年,非共有,已上传房本照片",32885,,"红花地,地图"
"江宁,九龙湖,举报","4室2厅,高楼层/共29层",https://nj.lianjia.com/ershoufang/103101764035.html,"4室2厅1厨4卫,高楼层 (共29层),262.88㎡,平层,221.92㎡,板楼,南 北,钢混结构,其他,两梯两户,有,70年,2017-09-27,商品房,2014-11-07,普通住宅,满两年,非共有,已上传房本照片",23966,,"藏龙御景,地图"
"江宁,麒麟镇,举报","2室2厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101662736.html,"2室2厅1厨1卫,中楼层 (共7层),48.41㎡,暂无数据,38.76㎡,板楼,南,钢混结构,精装,一梯四十四户,暂无数据,70年,2017-08-27,商品房,2011-12-21,普通住宅,满五年,共有,已上传房本照片",25202,,"东郊小镇第四街区,地图"
"建邺,南苑,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101533804.html,"2室1厅1厨1卫,高楼层 (共7层),65.48㎡,暂无数据,55.43㎡,板楼,南,砖混结构,其他,一梯两户,暂无数据,70年,2017-07-22,商品房,2013-02-01,普通住宅,满两年,共有,已上传房本照片",27490,,"真园,地图"
"鼓楼,定淮门大街,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101499673.html,"2室1厅1厨1卫,高楼层 (共7层),72.18㎡,暂无数据,62.43㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-07-12,房改房,2002-08-02,普通住宅,满五年,共有,已上传房本照片",41286,,"清江花苑明月园,地图"
"建邺,南苑,举报","1室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101234097.html,"1室1厅1厨1卫,中楼层 (共6层),43.53㎡,暂无数据,38.5㎡,板楼,南,砖混结构,精装,一梯四户,暂无数据,70年,2017-04-22,房改房,2010-09-17,普通住宅,满五年,共有,已上传房本照片",28487,,"贡园,地图"
"秦淮,升州路,举报","1室1厅,中楼层/共17层",https://nj.lianjia.com/ershoufang/103101549792.html,"1室1厅1厨1卫,中楼层 (共17层),50.4㎡,暂无数据,38.68㎡,板楼,南,钢混结构,其他,三梯二十户,有,70年,2017-07-27,商品房,2009-12-04,普通住宅,满五年,非共有,已上传房本照片",33731,,"天安恒隆花园,地图"
"江宁,岔路口,举报","2室1厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101595024.html,"2室1厅1厨1卫,中楼层 (共11层),75.4㎡,暂无数据,62.57㎡,板塔结合,南 北,钢混结构,简装,一梯三户,有,70年,2017-08-09,商品房,2006-03-01,普通住宅,满五年,非共有,已上传房本照片",25465,,"瀛洲湾,地图"
"秦淮,瑞金路,举报","1室1厅,中楼层/共5层",https://nj.lianjia.com/ershoufang/103101373780.html,"1室1厅1厨1卫,中楼层 (共5层),30.25㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,精装,一梯四户,暂无数据,70年,2017-06-04,房改房,2014-05-01,普通住宅,满两年,非共有,已上传房本照片",41323,,"瑞金新村,地图"
"江宁,将军大道,举报","3室2厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103101384890.html,"3室2厅1厨2卫,高楼层 (共11层),145.04㎡,暂无数据,115.03㎡,板楼,南 北,钢混结构,毛坯,一梯两户,有,70年,2017-06-07,商品房,2010-06-11,普通住宅,满五年,非共有,已上传房本照片",29303,,"托乐嘉吉邻居,地图"
"玄武,珠江路,举报","1室1厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101634679.html,"1室1厅1厨1卫,低楼层 (共7层),37.93㎡,暂无数据,暂无数据,板楼,西南,钢混结构,其他,一梯三户,有,70年,2017-08-19,房改房,2002-12-06,普通住宅,满五年,非共有,已上传房本照片",55366,,"蓁巷,地图"
"秦淮,洪家园,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101710734.html,"2室1厅1厨1卫,中楼层 (共7层),52.03㎡,暂无数据,43.21㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-09-10,商品房,2004-01-17,普通住宅,满五年,共有,已上传房本照片",27485,,"康美里,地图"
"雨花台,铁心桥,举报","2室1厅,中楼层/共10层",https://nj.lianjia.com/ershoufang/103101317342.html,"2室1厅1厨1卫,中楼层 (共10层),61.6㎡,暂无数据,暂无数据,板塔结合,东,钢混结构,精装,两梯四十六户,有,40年,商水,商电,2.2元/m3,2017-05-17,商品房,2012-11-16,商住两用,满两年,非共有,已上传房本照片",15585,,"蓝岸3G,地图"
"江宁,将军大道,举报","4室2厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103100613402.html,"4室2厅1厨3卫,高楼层 (共7层),174.71㎡,跃层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,有,70年,2016-10-05,商品房,2004-04-11,普通住宅,满五年,共有,已上传房本照片",25872,,"翠屏国际银杏苑,地图"
"江宁,将军大道,举报","4室2厅,联排/共1层",https://nj.lianjia.com/ershoufang/103101218075.html,"4室2厅1厨3卫,低楼层 (共1层),223.1㎡,212.32㎡,南 北,钢混结构,精装,联排,70年,2017-04-17,商品房,2011-08-26,别墅,满五年,非共有,已上传房本照片",38548,,"山水华门岭秀苑,地图"
"江宁,百家湖,举报","5室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101781663.html,"5室2厅1厨3卫,低楼层 (共6层),162.95㎡,跃层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-04,商品房,2011-06-05,普通住宅,满五年,非共有,已上传房本照片",29457,,"百家湖西花园巴黎城,地图"
"鼓楼,金陵小区,举报","1室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101704826.html,"1室1厅1厨1卫,高楼层 (共7层),43.42㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,一梯三户,暂无数据,70年,2017-09-09,商品房,2005-03-02,普通住宅,满五年,非共有,已上传房本照片",26486,,"金陵新九村,地图"
"秦淮,月牙湖,举报","3室2厅,低楼层/共5层",https://nj.lianjia.com/ershoufang/103101756196.html,"3室2厅1厨2卫,低楼层 (共5层),119.38㎡,错层,106.25㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-09-24,商品房,2014-08-05,普通住宅,满两年,非共有,已上传房本照片",35852,,"万达江南明珠,地图"
"栖霞,仙林,举报","4室2厅,低楼层/共9层",https://nj.lianjia.com/ershoufang/103101749923.html,"4室2厅1厨2卫,低楼层 (共9层),176.38㎡,错层,155.85㎡,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2017-09-22,商品房,2006-10-26,普通住宅,满五年,共有,已上传房本照片",36796,,"东方天郡东区,地图"
"秦淮,来凤里,举报","1室1厅,中楼层/共4层",https://nj.lianjia.com/ershoufang/103101737853.html,"1室1厅1厨1卫,中楼层 (共4层),39.34㎡,平层,暂无数据,板楼,东,砖混结构,其他,一梯三户,暂无数据,70年,2017-09-18,房改房,1999-07-16,普通住宅,满五年,非共有,已上传房本照片",28470,,"钓鱼台,地图"
"浦口,桥北,举报","5室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101373694.html,"5室2厅1厨2卫,高楼层 (共6层),137.13㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,一梯两户,暂无数据,70年,2017-06-04,动迁安置房,2009-05-04,普通住宅,满五年,共有,已上传房本照片",17356,,"旭日家园,地图"
"鼓楼,建宁路,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101805472.html,"2室1厅1厨1卫,中楼层 (共7层),52.64㎡,平层,45.14㎡,板楼,东 西,钢混结构,其他,一梯三户,有,70年,2017-10-11,房改房,1999-11-01,普通住宅,满五年,非共有,已上传房本照片",27926,,"多伦路,地图"
"秦淮,月牙湖,举报","3室2厅,低楼层/共5层",https://nj.lianjia.com/ershoufang/103101061866.html,"3室2厅1厨2卫,低楼层 (共5层),115.23㎡,暂无数据,104.27㎡,板楼,南 北,砖混结构,精装,一梯两户,暂无数据,70年,2017-03-06,商品房,2012-07-10,普通住宅,满五年,非共有,已上传房本照片",39921,,"大邦花园,地图"
"浦口,桥北,举报","2室2厅,低楼层/共11层",https://nj.lianjia.com/ershoufang/103100705435.html,"2室2厅1厨1卫,低楼层 (共11层),78.57㎡,平层,63.9㎡,板楼,南 北,钢混结构,简装,一梯两户,有,70年,2016-11-03,商品房,2014-06-23,普通住宅,满两年,非共有,已上传房本照片",22910,,"天润城第十四街区,地图"
"鼓楼,龙江,举报","3室2厅,高楼层/共15层",https://nj.lianjia.com/ershoufang/103100956249.html,"3室2厅1厨1卫,高楼层 (共15层),103.14㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有,70年,2017-02-07,商品房,2014-02-10,普通住宅,满两年,非共有,已上传房本照片",39752,,"裕顺雅苑,地图"
"建邺,南湖,举报","2室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101245119.html,"2室2厅1厨1卫,低楼层 (共6层),93.12㎡,暂无数据,82.13㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-04-26,商品房,2005-12-20,普通住宅,满五年,共有,已上传房本照片",40808,,"云锦美地合锦苑,地图"
"鼓楼,建宁路,举报","2室1厅,低楼层/共5层",https://nj.lianjia.com/ershoufang/103101817253.html,"2室1厅1厨1卫,低楼层 (共5层),51.3㎡,暂无数据,1㎡,板塔结合,南 北,砖混结构,其他,一梯五户,暂无数据,70年,2017-10-15,房改房,2008-10-13,普通住宅,满五年,共有,已上传房本照片",27291,,"盐仓桥东街小区,地图"
"秦淮,建康路,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101832690.html,"2室1厅1厨1卫,中楼层 (共7层),60.63㎡,暂无数据,52.69㎡,板楼,南 北,砖混结构,其他,一梯三户,有,70年,2017-10-20,房改房,2015-05-07,普通住宅,满两年,非共有,已上传房本照片",28864,,"西八府塘,地图"
"江宁,百家湖,举报","2室2厅,中楼层/共31层",https://nj.lianjia.com/ershoufang/103101794123.html,"2室2厅1厨1卫,中楼层 (共31层),108.76㎡,平层,87.13㎡,塔楼,东,钢混结构,其他,两梯四户,有,70年,2017-10-08,商品房,2011-04-18,普通住宅,满五年,共有,已上传房本照片",28136,,"百家湖国际花园,地图"
"江宁,江宁大学城,举报","2室2厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101787093.html,"2室2厅1厨1卫,中楼层 (共6层),89.07㎡,平层,77.17㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-06,商品房,2013-05-30,普通住宅,满两年,非共有,已上传房本照片",26721,,"文鼎雅苑,地图"
"浦口,桥北,举报","3室2厅,低楼层/共11层",https://nj.lianjia.com/ershoufang/103101789235.html,"3室2厅1厨2卫,低楼层 (共11层),125.18㎡,平层,110.24㎡,塔楼,南 北,钢混结构,其他,一梯四户,有,70年,2017-10-07,商品房,2015-03-03,普通住宅,满两年,共有,已上传房本照片",21410,,"明发滨江新城一期,地图"
"秦淮,月牙湖,举报","2室2厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101788793.html,"2室2厅1厨1卫,中楼层 (共7层),93.84㎡,平层,84.46㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-10-07,商品房,2000-05-01,普通住宅,满五年,非共有,已上传房本照片",33035,,"富丽山庄,地图"
"鼓楼,小市,举报","2室1厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101788762.html,"2室1厅1厨1卫,低楼层 (共7层),62.1㎡,平层,1㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-07,房改房,1997-05-04,普通住宅,满五年,非共有,已上传房本照片",24960,,"安怀村,地图"
"江宁,九龙湖,举报","2室2厅,低楼层/共11层",https://nj.lianjia.com/ershoufang/103101799003.html,"2室2厅1厨1卫,低楼层 (共11层),89.24㎡,平层,75㎡,板楼,南,钢混结构,其他,一梯四户,有,70年,2017-10-10,商品房,2011-09-07,普通住宅,满五年,非共有,已上传房本照片",28575,,"南京恒大绿洲,地图"
"江宁,麒麟镇,举报","2室1厅,高楼层/共9层",https://nj.lianjia.com/ershoufang/103101807022.html,"2室1厅1厨1卫,高楼层 (共9层),45.35㎡,复式,36.36㎡,板塔结合,东南,钢混结构,简装,一梯二十九户,有,70年,2017-10-12,商品房,2014-03-25,普通住宅,满两年,非共有,已上传房本照片",25800,,"东郊小镇第八街区,地图"
"玄武,锁金村,举报","2室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101804666.html,"2室1厅1厨1卫,高楼层 (共6层),58.31㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,一梯两户,暂无数据,70年,2017-10-11,房改房,2012-02-18,普通住宅,满五年,非共有,已上传房本照片",29155,,"锁金村5号,地图"
"建邺,万达广场,举报","2室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101815746.html,"2室1厅1厨1卫,高楼层 (共6层),66.64㎡,平层,58.29㎡,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-10-14,商品房,2011-08-10,普通住宅,满五年,共有,已上传房本照片",36015,,"今日家园丹桂居,地图"
"江宁,麒麟镇,举报","3室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101815441.html,"3室2厅1厨1卫,高楼层 (共6层),90.48㎡,暂无数据,79.03㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-14,商品房,2010-11-17,普通住宅,满五年,非共有,已上传房本照片",20447,,"东郊小镇第四街区,地图"
"鼓楼,热河南路,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101815004.html,"2室1厅1厨1卫,中楼层 (共7层),83.49㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-14,商品房,2013-09-05,普通住宅,满两年,非共有,已上传房本照片",33298,,"佳盛花园,地图"
"玄武,卫岗,举报","2室1厅,高楼层/共17层",https://nj.lianjia.com/ershoufang/103101812782.html,"2室1厅1厨1卫,高楼层 (共17层),91.24㎡,平层,75.07㎡,板楼,南 北,钢混结构,其他,两梯四户,有,70年,2017-10-14,商品房,2009-12-23,普通住宅,满五年,非共有,已上传房本照片",40553,,"德基紫金南苑,地图"
"鼓楼,湖南路,举报","3室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101812742.html,"3室1厅1厨1卫,高楼层 (共7层),89.04㎡,平层,80.06㎡,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2017-10-14,房改房,2005-05-25,普通住宅,满五年,非共有,已上传房本照片",29762,,"西桥花苑,地图"
"栖霞,晓庄,举报","2室1厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101814804.html,"2室1厅1厨1卫,低楼层 (共7层),69.28㎡,平层,61.58㎡,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2017-10-14,商品房,2014-03-13,普通住宅,满两年,非共有,已上传房本照片",24250,,"宁欣苑小区,地图"
"玄武,迈皋桥,举报","2室1厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101814416.html,"2室1厅1厨1卫,低楼层 (共6层),53.25㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-14,房改房,2000-03-02,普通住宅,满五年,非共有,已上传房本照片",30047,,"北苑二村,地图"
"江宁,将军大道,举报","4室2厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101813903.html,"4室2厅1厨3卫,中楼层 (共6层),207.96㎡,复式,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-14,商品房,2003-05-01,普通住宅,满五年,非共有,已上传房本照片",21158,,"江南文枢苑书朗苑,地图"
"江宁,九龙湖,举报","3室2厅,中楼层/共20层",https://nj.lianjia.com/ershoufang/103101813372.html,"3室2厅1厨2卫,中楼层 (共20层),171.72㎡,平层,139.38㎡,塔楼,南 北,钢混结构,毛坯,两梯四户,有,70年,2017-10-14,商品房,2009-06-18,普通住宅,满五年,非共有,已上传房本照片",25041,,"颐和南园,地图"
"浦口,桥北,举报","3室2厅,低楼层/共30层",https://nj.lianjia.com/ershoufang/103101810433.html,"3室2厅1厨1卫,低楼层 (共30层),117.19㎡,平层,89.36㎡,板楼,南 北,钢混结构,毛坯,两梯四户,有,70年,2017-10-13,商品房,2015-06-24,普通住宅,满两年,非共有,已上传房本照片",22187,,"威尼斯水城第十一街区,地图"
"浦口,桥北,举报","3室2厅,高楼层/共12层",https://nj.lianjia.com/ershoufang/103101213533.html,"3室2厅1厨2卫,高楼层 (共12层),110.8㎡,暂无数据,95.59㎡,塔楼,南 北,钢混结构,简装,两梯四户,有,70年,2017-04-16,商品房,2014-09-01,普通住宅,满两年,非共有,已上传房本照片",21300,,"明发滨江新城一期,地图"
"浦口,桥北,举报","3室2厅,中楼层/共17层",https://nj.lianjia.com/ershoufang/103100951739.html,"3室2厅1厨1卫,中楼层 (共17层),112.13㎡,平层,90.83㎡,塔楼,南 北,钢混结构,精装,两梯三户,有,70年,2017-02-06,商品房,2013-03-15,普通住宅,满两年,共有,已上传房本照片",23634,,"金城丽景北区,地图"
"浦口,桥北,举报","2室2厅,中楼层/共9层",https://nj.lianjia.com/ershoufang/103100920513.html,"2室2厅1厨1卫,中楼层 (共9层),90.02㎡,平层,71.82㎡,板楼,南 东 北,钢混结构,其他,一梯两户,有,70年,2017-01-14,商品房,2011-01-04,普通住宅,满五年,非共有,已上传房本照片",24106,,"威尼斯水城第八街区,地图"
"江宁,将军大道,举报","4室2厅,联排/共2层",https://nj.lianjia.com/ershoufang/103100893720.html,"4室2厅1厨3卫,低楼层 (共2层),213.46㎡,204.91㎡,南 北,钢混结构,精装,联排,70年,2017-01-05,商品房,2010-03-22,别墅,满五年,共有,已上传房本照片",41226,,"山水华门翰林苑,地图"
"江宁,将军大道,举报","3室2厅,中楼层/共4层",https://nj.lianjia.com/ershoufang/103101682246.html,"3室2厅1厨2卫,中楼层 (共4层),137.54㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-09-02,商品房,2008-01-09,普通住宅,满五年,非共有,已上传房本照片",31918,,"香山美墅,地图"
"江宁,科学园,举报","5室3厅,低楼层/共4层",https://nj.lianjia.com/ershoufang/103101660508.html,"5室3厅1厨2卫,低楼层 (共4层),241.84㎡,暂无数据,217.36㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-08-27,商品房,2009-09-16,普通住宅,满五年,共有,已上传房本照片",20675,,"莱茵东郡,地图"
"秦淮,大光路,举报","1室1厅,低楼层/共26层",https://nj.lianjia.com/ershoufang/103101081828.html,"1室1厅1厨1卫,低楼层 (共26层),41.23㎡,平层,31.86㎡,板楼,南,钢混结构,精装,两梯四户,有,70年,2017-03-11,商品房,2011-05-13,普通住宅,满五年,非共有,已上传房本照片",40020,,"金陵尚府,地图"
"秦淮,大光路,举报","1室1厅,低楼层/共26层",https://nj.lianjia.com/ershoufang/103101081849.html,"1室1厅1厨1卫,低楼层 (共26层),40.63㎡,平层,31.4㎡,板楼,南,钢混结构,精装,两梯四户,有,70年,2017-03-11,商品房,2011-05-20,普通住宅,满五年,非共有,已上传房本照片",40119,,"金陵尚府,地图"
"玄武,樱驼花园,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101811823.html,"2室1厅1厨1卫,中楼层 (共7层),65.9㎡,平层,56.57㎡,板塔结合,南,钢混结构,其他,一梯两户,有,70年,2017-10-13,房改房,2009-04-01,普通住宅,满五年,共有,已上传房本照片",27315,,"钟山山庄,地图"
"江宁,九龙湖,举报","2室2厅,高楼层/共10层",https://nj.lianjia.com/ershoufang/103101808514.html,"2室2厅1厨1卫,高楼层 (共10层),76.8㎡,平层,65.44㎡,板塔结合,南,钢混结构,其他,一梯四户,有,70年,2017-10-12,商品房,2010-09-10,普通住宅,满五年,共有,已上传房本照片",27344,,"合家春天,地图"
"浦口,江浦街道,举报","3室2厅,中楼层/共12层",https://nj.lianjia.com/ershoufang/103101796945.html,"3室2厅1厨1卫,中楼层 (共12层),110.46㎡,平层,92.47㎡,板楼,南,钢混结构,其他,两梯两户,有,70年,2017-10-09,商品房,2013-02-28,普通住宅,满两年,非共有,已上传房本照片",25168,,"钱塘望景花园,地图"
"江宁,江宁大学城,举报","2室2厅,中楼层/共8层",https://nj.lianjia.com/ershoufang/103101796539.html,"2室2厅1厨1卫,中楼层 (共8层),77.36㎡,平层,67.26㎡,塔楼,南,钢混结构,其他,一梯四户,有,70年,2017-10-09,商品房,2009-07-22,普通住宅,满五年,非共有,已上传房本照片",26112,,"东方龙湖湾,地图"
"建邺,南苑,举报","3室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101813747.html,"3室2厅1厨1卫,低楼层 (共6层),104.65㎡,平层,95.31㎡,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017-10-14,商品房,2006-10-18,普通住宅,满五年,非共有,已上传房本照片",34974,,"庆园,地图"
"江宁,江宁大学城,举报","2室2厅,高楼层/共18层",https://nj.lianjia.com/ershoufang/103101799413.html,"2室2厅1厨1卫,高楼层 (共18层),83.91㎡,平层,67.46㎡,塔楼,南 北,钢混结构,其他,两梯四户,有,70年,2017-10-10,商品房,2015-01-15,普通住宅,满两年,共有,已上传房本照片",25266,,"文鼎雅苑,地图"
"建邺,万达广场,举报","3室2厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103101798024.html,"3室2厅1厨2卫,高楼层 (共11层),105.93㎡,暂无数据,91.33㎡,板塔结合,南 北,钢混结构,精装,一梯四户,有,70年,2017-10-09,商品房,2013-07-11,普通住宅,满两年,非共有,已上传房本照片",41537,,"典雅居,地图"
"建邺,奥体,举报","3室1厅,高楼层/共19层",https://nj.lianjia.com/ershoufang/103101804864.html,"3室1厅1厨1卫,高楼层 (共19层),120.34㎡,暂无数据,93.52㎡,板楼,南 北,钢混结构,其他,两梯三户,有,70年,2017-10-11,商品房,2010-03-12,普通住宅,满五年,共有,已上传房本照片",43045,,"金基汇锦国际,地图"
"鼓楼,定淮门大街,举报","2室1厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101803564.html,"2室1厅1厨1卫,低楼层 (共7层),81.62㎡,平层,71.56㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-10-11,房改房,2009-05-21,普通住宅,满五年,非共有,已上传房本照片",44107,,"民佳园小区,地图"
"鼓楼,华侨路,举报","2室3厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101803375.html,"2室3厅1厨1卫,低楼层 (共7层),78.76㎡,平层,69.16㎡,板楼,南 北,钢混结构,其他,一梯三户,暂无数据,70年,2017-10-11,房改房,2015-01-12,普通住宅,满两年,非共有,已上传房本照片",38091,,"平家巷小区,地图"
